s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,"Platform Length 
(Meters)",Source1,Cost,Currency,Year,PPP rate,Real cost,"Cost/km
 (Millions)",Cheap?,Clength,Ctunnel,Anglo?,Inflation Index,Real cost (2025 dollars),Cost/km (2025 dollars),Source2,Reference,,
,CN,Hangzhou,Line 2,Line 2 Phase 2,2014,,0,11.281,100%,11.281,,,9,117,,"7,900.00",CNY,2014,0.266,2101.40,186.3,0,0,0,0,1.360648571,"2,859.3",253.5,,http://zj.cnr.cn/hzbb/20141013/t20141013_516587545.shtml,http://117.149.20.102/zjgcjy/InfoDetail/?InfoID=8a06b8de-a13d-4102-9c58-df3858d9e226&CategoryNum=004001001,
,CN,Hangzhou,Line 2,Line 2 Phase 1 (redesign),2017,,0,30.5,100%,30.5,,,24,117,,"17,783.00",CNY,2017,0.239,4250.14,139.3,0,0,0,0,1.314109416,"5,585.1",183.1,,https://fzggw.zj.gov.cn/art/2017/7/6/art_1599553_30290528.html,,
,CN,Hangzhou,Line 5,Line 5 Phase 2 West,2020,,0,4.95,100%,4.95,,,2,117,,"3,038.00",CNY,2020,0.2390,726.08,146.7,0,0,0,0,1.244593545,903.7,182.6,,http://www.rail-transit.com/project/show.php?itemid=270,,
,CN,Hangzhou,Line 10,Line 10 Phase 2,2022,,0,13.33,100%,13.33,,,10,138,,"10,508.00",CNY,2021,0.2390,2511.41,188.4,0,0,0,0,1.188745987,"2,985.4",224.0,,http://www.rail-transit.com/project/show.php?itemid=359,,
,CN,Harbin,Line 1,Line 1 Phase 1,2005,,0,14.4,100%,14.4,,,16,117,,"5,890.00",CNY,2005,0.352,2073.28,144.0,0,0,0,0,1.649331797,"3,419.5",237.5,Plan,http://www.gov.cn/jrzg/2005-12/05/content_118066.htm,,
,CN,Harbin,Line 1,Line 1 Phase 4,2016,,0,2.6,100%,2.6,,,2,117,,"1,750.00",CNY,2016,0.251,439.25,168.9,0,0,0,0,1.342104605,589.5,226.7,Plan,https://web.archive.org/web/20160509075613/http://www.harbin-metro.com/system/20160418/000002978.html,,
,CN,Harbin,Line 2,Line 2 Phase 2 North and South Ext,2016,,0,14.1,100%,14.1,,,11,117,,"8,750.00",CNY,2016,0.251,2196.25,155.8,0,0,0,0,1.342104605,"2,947.6",209.0,Plan,https://web.archive.org/web/20160509075613/http://www.harbin-metro.com/system/20160418/000002978.html,,
,CN,Harbin,Line 4,Line 4 Phase 1,2016,,0,32.2,100%,32.2,,,27,,,"23,760.00",CNY,2016,0.251,5963.76,185.2,0,0,0,0,1.342104605,"8,004.0",248.6,Plan,https://web.archive.org/web/20160509075613/http://www.harbin-metro.com/system/20160418/000002978.html,,
,CN,Harbin,Line 5,Line 5 Phase 1,2016,,0,36.1,100%,36.1,,,25,,,"22,230.00",CNY,2016,0.251,5579.73,154.6,0,0,0,0,1.342104605,"7,488.6",207.4,Plan,https://web.archive.org/web/20160509075613/http://www.harbin-metro.com/system/20160418/000002978.html,,
,CN,Harbin,Line 2,Line 2 Phase 1,2021,,0,28.7,100%,28.7,,,19,117,,"20,488",CNY,2021,0.2390,4896.63,170.6,0,0,0,0,1.188745987,"5,820.9",202.8,Trade,http://www.rail-transit.com/project/show.php?itemid=212,See sceenshot,
,CN,Harbin,Line 3,Line 3 Phase 2,2021,,0,32.18,100%,32.2,,,31,117,,"26,700",CNY,2021,0.2390,6381.30,198.3,0,0,0,0,1.188745987,"7,585.7",235.7,Trade,http://www.rail-transit.com/project/show.php?itemid=232,,
7978,CN,Hefei,Line 1,Line 1 Phase 1+2,2012,2016,0,24.58,100.00%,24.58,0,0,26,117,Measured,"16,496.00",CNY,2012,0.2808,4632.08,188.4,0,0,0,0,1.402974381,"6,498.7",264.4,Media,https://www.sohu.com/a/112444814_268310,,
7946,CN,Hefei,Line 3,Line 3 Phase 1,2014,2019,0,37.2,89%,32.97,,,33,117,,"26,102.00",CNY,2017,0.2390,6238.38,167.7,0,0,0,0,1.314109416,"8,197.9",220.4,Trade,http://www.rail-transit.com/project/show.php?itemid=310,,
7971,CN,Hefei,Line 4,Line 4 Phase 1,2015,2020,0,36,100.00%,36,0,0,28,117,Plan,"24,289.00",CNY,2014,0.2660,6460.87,179.5,0,0,0,0,1.360648571,"8,791.0",244.2,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201412/W020190905507203840468.pdf,,
7739,CN,Hefei,Line 2,Line 2 Eastern Extension,2020,2024,0,14.5,100%,14.5,,,11,117,,"9,702.00",CNY,2020,0.2390,2318.78,159.9,0,0,0,0,1.244593545,"2,885.9",199.0,Trade,http://www.rail-transit.com/project/show.php?itemid=563,,
7744,CN,Hefei,Line 3,Line 3 Southern Extension,2020,2024,0,11.25,100%,11.25,,,8,117,,"9,103.00",CNY,2020,0.2390,2175.62,193.4,0,0,0,0,1.244593545,"2,707.8",240.7,Trade,http://www.rail-transit.com/project/show.php?itemid=564,,
,CN,Hefei,Hefei-Lu'an Regional Express Line,Hefei-Lu'an Regional Express Line,2018,,0,63.1,19%,11.94,,,19,117,,"22,190.00",CNY,2020,0.2390,5303.41,84.0,0,0,0,0,1.244593545,"6,600.6",104.6,Trade,http://www.rail-transit.com/project/show.php?itemid=66,,
,CN,Hefei,Line 1,Line 1 South,2019,,0,4.54,100%,4.54,,,3,117,,"4,257.00",CNY,2019,0.2380,1013.17,223.2,0,0,0,0,1.259947899,"1,276.5",281.2,,http://www.rail-transit.com/project/show.php?itemid=307,,
7936,CN,Hefei,Line 5,Line 5 Phase 1,2020,,0,40.22,100%,40.22,,,33,117,,"30,638.00",CNY,2020,0.2390,7322.48,182.1,0,0,0,0,1.244593545,"9,113.5",226.6,Trade,http://www.rail-transit.com/project/show.php?itemid=85,,
,CN,Hefei,Line 2,Line 2 Western Extension,2021,,0,12.7,100%,12.7,,,8,117,,"8,965.00",CNY,2021,0.2390,2142.64,168.7,0,0,0,0,1.188745987,"2,547.0",200.6,,http://www.rail-transit.com/project/show.php?itemid=706,,
7746,CN,Hefei,Line 6,Line 6 Phase 1,2021,,0,27.5,100%,27.5,,,17,117,,"20,983.60",CNY,2021,0.2390,5015.08,182.4,0,0,0,0,1.188745987,"5,961.7",216.8,Trade,http://www.rail-transit.com/project/show.php?itemid=325,,
,CN,Hefei,Line 6,Line 6 East Extension,2021,,0,10,100%,10,,,4,117,,"6,887.00",CNY,2020,0.2390,1645.99,164.6,0,0,0,0,1.244593545,"2,048.6",204.9,Media,http://www.rail-transit.com/project/show.php?itemid=713,,
7745,CN,Hefei,Line 4,Line 4 Southern Extension,2022,,0,13.97,47%,6.55,,,8,117,,"7,396.00",CNY,2020,0.2390,1767.64,126.5,0,0,0,0,1.244593545,"2,200.0",157.5,Trade,http://www.rail-transit.com/project/show.php?itemid=582,,
7747,CN,Hefei,Line 7,Line 7 Phase 1,not started,,0,21,100.00%,21,0,0,17,,Plan,"16,881.00",CNY,2020,0.2390,4034.56,192.1,0,0,0,0,1.244593545,"5,021.4",239.1,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921,,
7752,CN,Hefei,Line 8,Line 8 Phase 1,not started,,0,23,100.00%,23,0,0,12,,Plan,"16,201.00",CNY,2020,0.2390,3872.04,168.3,0,0,0,0,1.244593545,"4,819.1",209.5,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921,,
,CN,Hohhot,Line 2,Line 2,2020,,0,27.3,100%,27.3,,,24,117,,"20,304.00",CNY,2020,0.2390,4852.66,177.8,0,0,0,0,1.244593545,"6,039.6",221.2,,http://www.rail-transit.com/project/show.php?itemid=202,,
,CN,Huizhou,Line 1,Line 1,2018,,0,58,,,,,26,,,"40,000.00",CNY,2018,0.237,9480.00,163.4,0,0,0,0,1.28277786,"12,160.7",209.7,,http://www.rail-transit.com/project/show.php?itemid=230,,
,CN,Jiaxing,Hujia Regional Railway,Hujia Regional Railway (Zhejiang section),2020,,1,35.01,0%,0,,,8,184,,"17,000.00",CNY,2020,0.2390,4063.00,116.1,0,0,0,0,1.244593545,"5,056.8",144.4,Trade,http://www.rail-transit.com/project/show.php?itemid=379,,
,CN,Jinan,Line 3,Line 3 Phase 1,,2022,0,21.57,1,21.6,,,13,117,,13446,CNY,2021,0.2390,3213.59,149.0,0,0,0,0,1.188745987,"3,820.1",177.1,,http://www.rail-transit.com/project/show.php?itemid=239,http://m.iqilu.com/pcarticle/4545295,
,CN,Jinan,Line 2,Line 2,2021,,0,36.39,95%,34.6,,,18,117,,"22,800.00",CNY,2021,0.2390,5449.20,149.7,0,0,0,0,1.188745987,"6,477.7",178.0,,rail-transit.com/project/show.php?itemid=228,,
,CN,Jinan,Line 4,Line 4 Phase 1,2021,,0,40.3,1,40.3,,,33,138,,39900,CNY,2021,0.2390,9536.10,236.6,0,0,0,0,1.188745987,"11,336.0",281.3,,http://www.rail-transit.com/project/show.php?itemid=617,,
7753,CN,Kunming,Line 1,Line 1 Phase 1 and Line 2 Phase 1,2010,2014,0,42.1,69.83%,29.4,12.09,0.961,31,,Plan,"23,137.00",CNY,2010,0.3000,6941.10,164.9,0,0,0,0,1.477209983,"10,253.5",243.6,Media,https://www.kankanyn.com/jianwen/34919.html,,
8019,CN,Kunming,Line 1,Line 1 Feeder,2013,2015,0,5.2,,,#N/A,#N/A,4,,Plan,"3,306.00",CNY,2013,0.2730,902.54,173.6,0,0,0,0,1.382720845,"1,248.0",240.0,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400,,
8137,CN,Kunming,Line 1,Line 1 Southern Extension,2013,2015,0,7.3,,,#N/A,#N/A,3,,Plan,"2,395.00",CNY,2013,0.2730,653.84,89.6,0,0,0,0,1.382720845,904.1,123.8,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400,,
8051,CN,Kunming,Line 3,Line 3 Phase 2,2013,2018,0,4,,,,,3,117,,"2,493.00",CNY,2016,0.2510,625.74,156.4,0,0,0,0,1.342104605,839.8,210.0,,https://www.kankanyn.com/jianwen/34919.html,,
8122,CN,Kunming,Line 2,Line 2 Phase 2,2017,2019,0,9.2,100.00%,9.2,0,0,8,,Plan,"5,326.00",CNY,2013,0.2730,1454.00,158.0,0,0,0,0,1.382720845,"2,010.5",218.5,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400,,
,CN,Kunming,Line 3,Line 3 Phase 1,2017,,0,19.5,,,,,,117,,"13,057.00",CNY,2017,0.239,3120.62,160.0,0,0,0,0,1.314109416,"4,100.8",210.3,,https://www.kankanyn.com/jianwen/34919.html,,
7939,CN,Kunming,Line 1,Line 1 Northwestern Extension,2020,,0,7.594,100%,7.594,,,7,117,,"8,940.00",CNY,2020,0.2390,2136.66,281.4,0,0,0,0,1.244593545,"2,659.3",350.2,Trade,http://www.rail-transit.com/project/show.php?itemid=495,,
8098,CN,Kunming,Line 4,Line 4,2020,,0,43.5,100%,43.5,,,26,117,,"30,302.00",CNY,2020,0.2390,7242.18,166.5,0,0,0,0,1.244593545,"9,013.6",207.2,,https://www.kankanyn.com/jianwen/34919.html,,
8072,CN,Kunming,Line 5,Line 5,2020,,0,26.45,100%,26.45,,,22,117,,"22,848.00",CNY,2020,0.2390,5460.67,206.5,0,0,0,0,1.244593545,"6,796.3",256.9,,https://www.kankanyn.com/jianwen/34919.html,,
8128,CN,Kunming,Line 6,Line 6,2020,,0,25.61,59%,15.01,,,8,117,,"14,171.00",CNY,2020,0.2390,3386.87,132.2,0,0,0,0,1.244593545,"4,215.3",164.6,,https://www.kankanyn.com/jianwen/34919.html,https://yn.leju.com/news/2020-07-03/17306684750030261506576.shtml,
8155,CN,Lanzhou,Line 1,Line 1 Phase 1,,2019,0,25.9,100%,25.9,,,20,138,,"19,816.00",CNY,2019,0.2380,4716.21,182.1,0,0,0,0,1.259947899,"5,942.2",229.4,Trade,http://www.rail-transit.com/project/show.php?itemid=419,,
,CN,Lanzhou,Line 4,Line 4 Phase 1,2019,,0,26.8,60%,16,,,11,,,"17,062.00",CNY,2019,0.2380,4060.76,151.5,0,0,0,0,1.259947899,"5,116.3",190.9,,http://www.rail-transit.com/project/show.php?itemid=167,,
8154,CN,Lanzhou,Line 2,Line 2 Phase 1,2021,,0,9.6,100%,9.6,,,9,138,,"8,960.00",CNY,2021,0.2390,2141.44,223.1,0,0,0,0,1.188745987,"2,545.6",265.2,Trade,http://www.rail-transit.com/project/show.php?itemid=241,,
,CN,Luoyang,Line 2,Line 2,2022,,0,18.216,100%,18.216,,,15,117,,"14,832.21",CNY,2021,0.2390,3544.90,194.6,0,0,0,0,1.188745987,"4,214.0",231.3,,http://www.rail-transit.com/project/show.php?itemid=164,,
,CN,Nanchang,Phase 1,Phase 1 Expansion (Line 1 and 2),2009,2016,0,50.6,100%,50.6,,,50,117,,"27,440.00",CNY,2013,0.273,7491.12,148.0,0,0,0,0,1.382720845,"10,358.1",204.7,,http://www.jiangxi.gov.cn/art/2018/8/16/art_4985_350163.html,,
8107,CN,Nanchang,Line 2,Line 2 Western Extension,2015,2018,0,8.5,100.00%,8.5,0,0,7,,Plan,"3,930.00",CNY,2015,0.2580,1013.94,119.3,0,0,0,0,1.359035428,"1,378.0",162.1,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316,,
7905,CN,Nanchang,Line 4,Line 4 Phase 1,2016,2021,0,38.2,84.29%,32.2,0,0,29,,Plan,"28,650.00",CNY,2015,0.2580,7391.70,193.5,0,0,0,0,1.359035428,"10,045.6",263.0,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316,,
8091,CN,Nanchang,Line 1,Line 1 Eastern Extension,2018,2021,0,4.1,100.00%,4.1,0,0,2,,Plan,"2,040.00",CNY,2015,0.2580,526.32,128.4,0,0,0,0,1.359035428,715.3,174.5,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316,,
7842,CN,Nanchang,Line 3,Line 3,,2021,0,28.5,100%,28.5,,,22,117,,"22,347.00",CNY,2021,0.2390,5340.93,187.4,0,0,0,0,1.188745987,"6,349.0",222.8,Trade,http://www.rail-transit.com/project/show.php?itemid=206,,
,CN,Nanchang,Line 1,Line 1 North Extension,2021,,0,16.973,80%,13.528,,,8,117,,"10,341.00",CNY,2021,0.2390,2471.50,145.6,0,0,0,0,1.188745987,"2,938.0",173.1,,http://www.rail-transit.com/project/show.php?itemid=391,,
7803,CN,Nanchang,Line 2,Line 2 Eastern Extension,2021,,0,10.42,100%,10.42,,,9,117,,"10,301.00",CNY,2021,0.2390,2461.94,236.3,0,0,0,0,1.188745987,"2,926.6",280.9,Trade,http://www.rail-transit.com/project/show.php?itemid=392,,
7730,CN,Nanjing,Line 1,Line 1 Phase 1,2000,2005,0,21.72,65.98%,14.33,6.05,1.552,16,,Media,"8,500.00",CNY,2000,0.3670,3119.50,143.6,0,0,0,0,1.870583624,"5,835.3",268.7,Media,https://baike.baidu.com/item/%E5%8D%97%E4%BA%AC%E5%9C%B0%E9%93%811%E5%8F%B7%E7%BA%BF,,
,CN,Nanjing,Line S8,Line S8 Phase 2,2012,2014,0,45.2,27%,12.2,,,17,78,,"14,379.00",CNY,2021,0.2390,3436.58,76.0,0,0,0,0,1.188745987,"4,085.2",90.4,,https://news.sina.com.tw/article/20140812/13098521.html,https://kmcha.com/similar/%E5%AF%A7%E5%A4%A9%E5%9F%8E%E9%9A%9B%E8%BB%8C%E9%81%93,
,CN,Nanjing,Line 4,Line 4 Phase 1,2004,2015,0,43.9,95%,41.7,,,,117,,"20,070.00",CNY,2010,0.3,6021.00,137.2,0,0,0,0,1.477209983,"8,894.3",202.6,,https://www.163.com/dy/article/EDJQN1JG0511K4OT.html,https://www.sohu.com/a/237588900_683466,
8080,CN,Nanjing,Line 3,Line 3 Phase 3,2015,2017,0,6.6,100.00%,6.6,0,0,2,,Plan,"3,370.00",CNY,2015,0.2580,869.46,131.7,0,0,0,0,1.359035428,"1,181.6",179.0,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf,,
7875,CN,Nanjing,Line 9,Line 9 Line 5,2016,2020,0,19.677,100%,19.677,,,16,117,,"21,250.00",CNY,2018,0.2370,5036.25,255.9,0,0,0,0,1.28277786,"6,460.4",328.3,Trade,http://www.rail-transit.com/project/show.php?itemid=365,,
7891,CN,Nanjing,Line 2,Line 2 Western Extension,2017,2020,0,5.6,100.00%,5.6,0,0,4,,Plan,"4,280.00",CNY,2015,0.2580,1104.24,197.2,0,0,0,0,1.359035428,"1,500.7",268.0,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf,,
7947,CN,Nanjing,Line S8,Line S8 Southern Extension,2017,2020,0,2.5,100.00%,2.5,0,0,2,,Plan,"1,711.00",CNY,2016,0.2510,429.46,171.8,0,0,0,0,1.342104605,576.4,230.6,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201611/W020190905497856961234.pdf,,
7969,CN,Nanjing,Line 11,Line 11 Phase 1,2018,2021,0,27,95%,25.6,,,20,117,,"21,039.19",CNY,2020,0.2390,5028.37,186.2,0,0,0,0,1.244593545,"6,258.3",231.8,Trade,http://www.rail-transit.com/project/show.php?itemid=329,,
,CN,Nanjing,Line S4 Nanjing-Chuzhou,Line S4 Nanjing-Chuzhou Phase 1 (Chuzhou Section),2018,2022,0,32.95,0%,0,,,6,92,,"9,399.67",CNY,2013,0.273,2566.11,77.9,0,0,0,0,1.382720845,"3,548.2",107.7,,http://www.rail-transit.com/project/show.php?itemid=347,http://www.xhby.net/nj/yw/202107/t20210707_7149440.shtml,
7945,CN,Nanjing,Line 6,Line 6,2019,2023,0,32.365,100%,32.365,,,19,117,,"32,870.00",CNY,2021,0.2390,7855.93,242.7,0,0,0,0,1.188745987,"9,338.7",288.5,Trade,http://www.rail-transit.com/project/show.php?itemid=205,,
7850,CN,Nanjing,Line 10,Line 10 Phase 2,2020,2023,0,13.33,100%,13.33,,,10,138,,"10,508.00",CNY,2021,0.2390,2511.41,188.4,0,0,0,0,1.188745987,"2,985.4",224.0,Trade,http://www.rail-transit.com/project/show.php?itemid=359,,
7848,CN,Nanjing,Line 4,Line 4 Phase 2,2021,2025,0,10,100%,10,,,6,117,,"8,810.00",CNY,2021,0.2390,2105.59,210.6,0,0,0,0,1.188745987,"2,503.0",250.3,Trade,http://www.rail-transit.com/project/show.php?itemid=331,,
,CN,Nanjing,Line 2,Line 2 Phase 1,2005,,0,21.63,88%,19.11,,,18,138,,"10,450.00",CNY,2005,0.352,3678.40,170.1,0,0,0,0,1.649331797,"6,066.9",280.5,,http://www.gov.cn/jrzg/2005-12/28/content_140207.htm,https://www.chinanews.com.cn/n/2003-01-14/26/263383.html,
7897,CN,Nanjing,Line 7,Line 7,2019,,0,35.49,100%,35.49,,,27,117,,"30,186.00",CNY,2019,0.2380,7184.27,202.4,0,0,0,0,1.259947899,"9,051.8",255.1,Trade,http://www.rail-transit.com/project/show.php?itemid=188,,
7834,CN,Nanjing,Line 1,Line 1 Northern Extension,2021,,0,6.54,92%,6.04,,,5,138,,"8,180.00",CNY,2021,0.2390,1955.02,298.9,0,0,0,0,1.188745987,"2,324.0",355.4,Trade,http://www.rail-transit.com/project/show.php?itemid=265,,
7825,CN,Nanjing,Line 5,Line 5,2021,,0,37.4,100%,37.4,,,30,138,,"33,458.00",CNY,2021,0.2390,7996.46,213.8,0,0,0,0,1.188745987,"9,505.8",254.2,Trade,http://www.rail-transit.com/project/show.php?itemid=105,,
,CN,Nanjing,Line S2 Nanjing-Ma'anshan,Line S2 Nanjing-Ma'anshan Regional Rail (Anhui section),2021,,1,27.49,0%,0,,,8,117,,"6,337.00",CNY,2021,0.2390,1514.54,55.1,0,0,0,0,1.188745987,"1,800.4",65.5,,http://www.rail-transit.com/project/show.php?itemid=605,,
,CN,Nanjing,Line S2 Nanjing-Ma'anshan,Line S2 Nanjing-Ma'anshan Regional Rail (Nanjing section),2021,,1,26.5,52%,13.71,,,8,117,,"14,698.00",CNY,2021,0.2390,3512.82,132.6,0,0,0,0,1.188745987,"4,175.9",157.6,,http://www.rail-transit.com/project/show.php?itemid=647,http://www.zgjssw.gov.cn/shixianchuanzhen/nanjing/202102/t20210209_6976410.shtml,
,CN,Nanjing,Line S3 Nanjing-He County,Line S3 Nanjing-He County,2021,,0,42.4,,,,,11,117,,"14,980.00",CNY,2021,0.2390,3580.22,84.4,0,0,0,0,1.188745987,"4,256.0",100.4,,http://www.rail-transit.com/project/show.php?itemid=727,,
,CN,Nanjing,Line S4 Nanjing-Chuzhou,Line S4 Nanjing-Chuzhou Phase 2 (Nanjing Section),2021,,0,5.671,46%,2.63,,,2,92,,"3,435.00",CNY,2021,0.2390,820.97,144.8,0,0,0,0,1.188745987,975.9,172.1,,http://www.rail-transit.com/project/show.php?itemid=610,http://www.xhby.net/nj/yw/202107/t20210707_7149440.shtml,
,CN,Nanjing,Line S5 Nanjing-Yangzhou,Line S5 Nanjing-Yangzhou,2021,,0,53.75,57%,30.66,,,16,138,,"26,852.00",CNY,2021,0.2390,6417.63,119.4,0,0,0,0,1.188745987,"7,628.9",141.9,,http://www.rail-transit.com/project/show.php?itemid=568,http://www.jshbgz.cn/hpgs/202102/t20210207_451424.html,
,CN,Nanjing,Line S6,Line S6,2021,,0,26.313,62%,16.26,,,13,117,,"20,799.00",CNY,2021,0.2390,4970.96,188.9,0,0,0,0,1.188745987,"5,909.2",224.6,,http://www.rail-transit.com/project/show.php?itemid=145,https://news.suning.com/wtoutiao/witem2_5470123473.html,
,CN,Nanjing,Line S4 Nanjing-Chuzhou,Line S4 Nanjing-Chuzhou Phase 2 (Chuzhou Section),2022,,0,13.28,,,,,6,92,,"4,420.00",CNY,2021,0.2390,1056.38,79.5,0,0,0,0,1.188745987,"1,255.8",94.6,,http://www.rail-transit.com/project/show.php?itemid=435,http://www.xhby.net/nj/yw/202107/t20210707_7149440.shtml,
,CN,Nanjing,Line S8,Line S8 Phase 2,2022,,0,24,,,,,8,78,,"6,830.00",CNY,2021,0.2390,1632.37,68.0,0,0,0,0,1.188745987,"1,940.5",80.9,,https://m.jiemian.com/article/2611638.html,,
,CN,Nanning,Line 1,Line 1 Phase 1,2011,2016,0,32.1,100%,32.1,,,25,117,,"19,800.00",CNY,2014,0.266,5266.80,164.1,0,0,0,0,1.360648571,"7,166.3",223.2,,https://kknews.cc/society/va42lel.html,,
,CN,Nanning,Line 2,Line 2 Phase 1,2014,2017,0,21.2,100%,21.2,,,18,117,,"15,540.00",CNY,2016,0.251,3900.54,184.0,0,0,0,0,1.342104605,"5,234.9",246.9,,http://gx.sina.com.cn/news/gx/2014-01-01/00277609.html?from=gx_cnxh,,
7930,CN,Nanning,Line 3,Line 3 Phase1,2015,2019,0,27.7,100.00%,27.7,0,0,23,117,Plan,"19,343.00",CNY,2015,0.2580,4990.49,180.2,0,0,0,0,1.359035428,"6,782.3",244.8,Media,http://www.nngdjt.com/html/4061/6290.html,,
7929,CN,Nanning,Line 4,Line 4 Phase 1,,2020,0,24.98,100%,24.98,,,19,117,,"17,330.00",CNY,2020,0.2390,4141.87,165.8,0,0,0,0,1.244593545,"5,154.9",206.4,Trade,http://www.rail-transit.com/project/show.php?itemid=211,,
7896,CN,Nanning,Line 2,Line 2 Eastern Extension,2017,2021,0,6.5,100.00%,6.5,0,0,4,117,Media,"4,898.00",CNY,2017,0.2390,1170.62,180.1,0,0,0,0,1.314109416,"1,538.3",236.7,Media,http://www.nngdjt.com/html/4061/8670.html,,
7857,CN,Nanning,Line 5,Line 5 Phase 1,,2021,0,20.22,100%,20.22,,,17,117,,"16,400.00",CNY,2021,0.2390,3919.60,193.8,0,0,0,0,1.188745987,"4,659.4",230.4,Trade,http://www.rail-transit.com/project/show.php?itemid=42,,
,CN,Nanning,Airport Line,Airport Line,2021,,0,22.8,,,,,5,,,"8,450.00",CNY,2021,0.2390,2019.55,88.6,0,0,0,0,1.188745987,"2,400.7",105.3,,http://www.rail-transit.com/project/show.php?itemid=524,,
,CN,Nanning,Wuming Line,Wuming Line,2021,,0,53.2,20%,10.6,,,13,117,,"16,500.00",CNY,2021,0.2390,3943.50,74.1,0,0,0,0,1.188745987,"4,687.8",88.1,,http://www.rail-transit.com/project/show.php?itemid=587,,
,CN,Nantong,Line 1,Line 1,2019,,0,39.4,100%,39.4,,,28,117,,"26,902.00",CNY,2019,0.2380,6402.68,162.5,0,0,0,0,1.259947899,"8,067.0",204.7,,http://www.rail-transit.com/project/show.php?itemid=56,,
,CN,Nantong,Line 2,Line 2,2020,,0,20.85,100%,20.85,,,17,117,,"15,119.64",CNY,2020,0.2390,3613.59,173.3,0,0,0,0,1.244593545,"4,497.5",215.7,,http://www.rail-transit.com/project/show.php?itemid=339,,
,CN,Ningbo,Line 3,Line 3 Phase 1,,2019,0,16.73,100%,16.73,,,15,117,,"14,870.00",CNY,2019,0.2380,3539.06,211.5,0,0,0,0,1.259947899,"4,459.0",266.5,,http://www.rail-transit.com/project/show.php?itemid=320,promeechina.com/newsinfo.html?id=27,
,CN,Ningbo,Ningbo-Fenghua Line,Ningbo-Fenghua Line,,2019,0,21.59,4%,0.84,,,9,117,,"7,386.00",CNY,2019,0.2380,1757.87,81.4,0,0,0,0,1.259947899,"2,214.8",102.6,,http://www.rail-transit.com/project/show.php?itemid=282,,
,CN,Ningbo,2013-2020 Program,2013-2020 Program,2013,2020,0,100.1,,,,,,117,,"64,040.00",CNY,2017,0.239,15305.56,152.9,0,0,0,0,1.314109416,"20,113.2",200.9,,http://www.cnnb.com.cn/dwhzlm/system/2013/11/15/007905106.shtml,,
,CN,Ningbo,Line 4,Line 4,,2021,0,35.95,68%,24.45,,,25,117,,"20,560.00",CNY,2021,0.2390,4913.84,136.7,0,0,0,0,1.188745987,"5,841.3",162.5,,http://www.rail-transit.com/project/show.php?itemid=273,,
,CN,Ningbo,Line 3,Line 3 Southern Extension,2020,,0,12.7,17%,2.2,,,6,117,,"5,200.00",CNY,2020,0.2390,1242.80,97.9,0,0,0,0,1.244593545,"1,546.8",121.8,,http://www.rail-transit.com/project/show.php?itemid=554,,
,CN,Ningbo,Line 3,Line 3 Phase 2,2021,,0,9.05,100%,9.05,,,5,117,,"7,485.00",CNY,2021,0.2390,1788.92,197.7,0,0,0,0,1.188745987,"2,126.6",235.0,,http://www.rail-transit.com/project/show.php?itemid=503,,
,CN,Ningbo,Line 5,Line 5 Phase 1,2021,,0,27.91,100%,27.91,,,22,117,,"19,900.00",CNY,2021,0.2390,4756.10,170.4,0,0,0,0,1.188745987,"5,653.8",202.6,,http://www.rail-transit.com/project/show.php?itemid=236,,
,CN,Putian,F2 Line,F2 Line,2020,,1,23.8,63%,14.9,,,,,,"13,530.00",CNY,2020,0.2390,3233.67,135.9,0,0,0,0,1.244593545,"4,024.6",169.1,Trade,http://www.rail-transit.com/project/show.php?itemid=532,,
,CN,Qingdao,Line 11,Line 11,,2018,0,58.35,10%,5.81,,,22,117,,"19,500.00",CNY,2018,0.237,4621.50,79.2,0,0,0,0,1.28277786,"5,928.4",101.6,,http://www.sasac.gov.cn/n2588025/n2588124/c8918136/content.html,http://sd.sina.com.cn/news/2018-04-12/detail-ifyzeyqa8611820.shtml,
,CN,Qingdao,Qingdao-Pingdu Intercity Rail,Qingdao-Pingdu Intercity Rail,,2020,0,60,20%,12,,,10,117,,"20,763.00",CNY,2020,0.239,4962.36,82.7,0,0,0,0,1.244593545,"6,176.1",102.9,,http://www.rail-transit.com/project/show.php?itemid=140,,
